tDC,tDW,err,errH,tH,n,tBB,brutOK
408.73318798063946,299.38188462983817,True,0.0,0.08815374222153066,27,1.7029123312216594,True
454.9260442145169,220.2147289009934,True,0.008103727714748784,0.0875799425411662,27,1.4546306088793572,True
687.3441042844206,354.6330187070583,True,0.012422360248447204,0.08703721022439152,27,8.537596582460242,True
589.8695394862443,311.49962087511085,True,0.001443001443001443,0.08811527955823606,27,5.04116588964537,True
477.29429020546377,241.92550629377365,True,0.002890173410404624,0.08727008622245487,27,3.6870849521963436,True
650.6536936697861,361.18508347620565,True,0.0,0.08667762979466538,27,3.6937856439537566,True
674.2243200230101,329.3172862779881,True,0.0,0.08692767226219913,27,6.090060268309924,True
499.6152895037085,300.8748664869927,True,0.006144393241167435,0.08741826411282479,27,20.036144907651252,True
422.75552060455084,207.56153740997738,True,0.0,0.08784111374841651,27,11.02986095409671,True
539.3866000231355,307.11352749494836,True,0.0,0.08785365942458156,27,1.9326899520171037,True
336.8278587170477,153.58191887207795,True,0.0,0.08724671979425169,27,8.779270633661735,True
526.594596740324,353.8009086956403,True,0.0014534883720930232,0.08661231285277789,27,8.812277999749114,True
383.28457449097186,172.30025971574443,True,0.0,0.08789375407952384,27,21.32538326246583,True
397.7723478650053,227.20226000528783,True,0.0035211267605633804,0.08729768594929192,27,4.017084630234449,True
359.9404951479907,168.45622156480593,True,0.0,0.08756308464451927,27,0.8153901044279337,True
482.6616001781076,284.3892809760291,True,0.0,0.08628063321953329,27,4.779707464688229,True
445.57308377698064,203.961370823284,True,0.0,0.08741588099608176,27,1.51684265711385,True
314.5404839888215,190.78821531282023,True,0.0018726591760299626,0.08770344134677625,27,5.8550876476940745,True
454.3233928270638,247.94237401802093,True,0.009433962264150943,0.0882999730870086,27,3.0797695223655963,True
486.33699719794095,254.83317411918605,True,0.0,0.08770304745278983,27,2.969524161762861,True
495.7443282008171,261.89516777069207,True,0.0,0.08706926072646953,27,7.147985668323263,True
460.55147759616375,206.16471724739918,True,0.0,0.0883393388191723,27,2.2779670162342294,True
569.5969900116324,266.01300955129165,True,0.0,0.08765602200676165,27,1.0794719033355367,True
495.958399027586,204.99884634045884,True,0.0,0.08604787984686142,27,5.8453935411913935,True
513.5939790052362,317.93779201273406,True,0.008103727714748784,0.0880193267199349,27,4.5409045436827,True
503.07537300977856,301.0027381242253,True,0.005008347245409015,0.08729159624742655,27,2.9260769134182354,True
675.1526379957795,303.2722056086641,True,0.0,0.08849605120984211,27,0.9461507515590282,True
1008.2291314611211,605.9594007674605,True,0.0,0.08622436175992114,27,69.08656740561128,True
575.3461710410193,443.25326499529183,True,0.0,0.08639051511725931,27,8.263240845519164,True
669.8822729910413,313.3968602799411,True,0.0,0.08715535272864136,27,3.184076346742856,True
434.51310959644616,303.8474112399854,True,0.00333889816360601,0.08657977815745119,27,2.098386767189997,True
458.3579573780298,243.49391348659992,True,0.0,0.08674871870021951,27,11.656081365899892,True
473.5294309910387,284.57148012239486,True,0.0,0.0868375836981882,27,4.079831117350195,True
368.2802510059749,229.0462905075401,True,0.0,0.08778782869657475,27,1.6331099061642589,True
585.8713045017794,357.1955671844383,True,0.0,0.08782850973416864,27,1.4211002108383224,True
624.9104416929185,329.12462201368595,True,0.0,0.08717813440519306,27,1.7258895387829738,True
622.4804942612536,314.73666898507093,True,0.006920415224913495,0.08786266289446018,27,9.023427590727806,True
687.8526569344103,357.4964115008091,True,0.0,0.08738853079082884,27,4.776836901060853,True
607.7939044917002,255.50898412863415,True,0.0,0.08683022441287903,27,4.321295516541377,True
484.96833383105695,267.6899372082617,True,0.0,0.08808973110712486,27,1.9161445737949439,True
989.6270389435813,452.8158461675048,True,0.0,0.08705673818937239,27,4.722856463642295,True
418.6802538111806,340.45874457141116,True,0.002004008016032064,0.08717611423853452,27,14.68710961108584,True
365.38535783377785,296.410730748903,True,0.0038095238095238095,0.08754541920937824,27,4.615198616111426,True
685.9533013775945,409.1286058149611,True,0.0,0.08757950251870249,27,2.139854817172495,True
465.73854461312294,289.4523822469637,True,0.0,0.08776334628709415,27,5.992324119344639,True
472.12087782099843,258.38612765073776,True,0.0,0.08690626073981084,27,6.339172828687817,True
619.7803409886546,287.4630230071489,True,0.0,0.08809865948906737,27,2.397643939520304,True
702.1546773612499,348.49313284004376,True,0.0,0.08653810509821248,27,9.542383557167268,True
355.10253816443895,172.76337608096324,True,0.009408602150537635,0.08732561428469826,27,6.958828815508158,True
494.60528059862554,245.14827500097454,True,0.0015174506828528073,0.0878362992597183,27,2.5289914222976453,True
634.0443650260568,235.32504299655557,True,0.0,0.0873683882961821,27,0.9341851196752317,True
852.5764159858227,481.90626236610115,True,0.002728512960436562,0.0873791098195195,27,0.3655512941040865,True
494.9152972083539,183.3623930847702,True,0.004777070063694267,0.0869724732805997,27,2.0296603359710956,True
777.505544324716,319.9924337012427,True,0.00819672131147541,0.08729843835491272,27,6.59216673495803,True
540.4951290111057,318.0764482822269,True,0.0017452006980802793,0.08771152912583685,27,2.7974367341292754,True
530.4169654846191,345.10154885772084,True,0.0,0.08674780615272965,27,6.975387943919095,True
633.685900674512,469.69054681248963,True,0.0,0.08634412853491356,27,2.645781525778909,True
426.8377908039838,300.5948186328169,True,0.0,0.08857731903000401,27,8.975517546143116,True
847.6265430217609,380.87704735031974,True,0.0,0.08802899434943989,27,3.0839597347949166,True
315.8961601355778,151.87547499954235,True,0.0,0.08727191315515147,27,2.0797782509507754,True
716.5607810020447,442.114428197965,True,0.003194888178913738,0.0870904629952364,27,4.310238545506515,True
555.2631667233072,349.0071792953781,True,0.0075075075075075074,0.08770884507563685,27,3.7408735524941155,True
621.1214462528005,300.2815531217493,True,0.00902061855670103,0.08767203077598036,27,7.521486023647918,True
369.83591970056295,190.81000600439998,True,0.0032258064516129032,0.08756648277142356,27,1.1400050144682083,True
