n,brutOK,err,errH,tH,tDC,tDW,tBB
27,True,True,0.0,0.08088442641511628,12231.923122191802,193.26698690808067,317.7415783982724
27,True,True,0.0,0.08053313461440609,13393.779036123306,222.63981408270246,293.6563125811517
27,True,True,0.011665151711898887,0.08061175583614602,12314.062849851325,242.1510854968801,3619.9075230397284
27,True,True,0.0,0.08044292596284454,11268.007026053965,174.03408028517984,775.6732640167078
27,True,True,0.0,0.08140563405828594,9168.907793005928,174.2258860696373,657.5808783527464
27,True,True,0.01039099447145807,0.08268800343227443,10528.357916977257,163.99598193044466,185.13662523279586
27,True,True,0.0026205702745588305,0.0814901233165652,12437.681348994374,201.05112384771928,395.06804570555687
27,True,True,0.0008180772972494915,0.0811691336256712,11734.11459196359,208.73528164388102,487.6701399916783
27,True,True,0.0,0.08070825107184731,14174.216626910493,218.4885698158971,175.27794109826738
27,True,True,0.0,0.08165935211770452,12574.680989142507,216.73690373162654,401.3086362586667
27,True,True,0.01761984670506599,0.08057307052542703,12574.653589865193,285.48691477044486,2173.7569810356945
27,True,True,0.002451545916012921,0.08269843069851229,9771.03138412349,202.3490930829818,364.4386379979551
27,True,True,0.0005638700279585556,0.0827297597899321,11735.051722964272,174.3515551456117,229.28564329631627
27,True,True,0.0,0.08163263122586713,12414.543258026242,233.10396370943636,353.81795132222277
27,True,True,0.006622885129118433,0.0819916275333963,11384.685321012512,218.9067720901221,258.5735881701112
27,True,True,0.0,0.08266576534337425,11881.295380881056,226.56098501333457,533.632288997372
27,True,True,0.0,0.08059571129626485,10885.261705843732,194.07042034436017,670.4785784240812
27,True,True,0.0,0.07972430644871453,10596.24334401451,221.9313375482505,1911.7507429327816
27,True,True,0.0,0.08130905665133062,12552.809078013524,221.00721073167568,459.2512979482611
27,True,True,0.00024125452352231604,0.08130580830130527,9670.461317989975,172.7798754914797,339.8242243177568
27,True,True,0.016937715095485525,0.08096330383051867,11577.564195962623,265.4209743357367,4370.66125893034
27,True,True,0.007061720365165277,0.0819461913495347,7276.561501203105,106.10467795809002,1105.4750250186771
27,True,True,0.0,0.08052437835559328,10504.654051037505,204.49439806786054,1071.315651992336
27,True,True,0.0002809778027535825,0.08121399732869695,11205.991560826078,267.62176532712243,1275.3579260315746
27,True,True,0.01626306015644051,0.08328143319313759,13205.578981898725,205.5070308269933,113.57487099788462
