brutOK,tH,err,tDW,tBB,n,errH,tDC
True,0.0807845936034621,True,199.760189318719,2776.6192639246583,27,0.01798462800376705,9135.493824025616
True,0.0807906426450222,True,236.03651230223477,1662.271945970133,27,0.0,10090.79818893224
True,0.0816566809270868,True,228.50212489720434,2214.660227065906,27,0.0,10820.341578917578
True,0.08151607478638873,True,272.0059307757765,308.3878144971095,27,0.002892992902075554,10216.806747019291
True,0.08227098566570464,True,233.99654098320752,787.2374595608562,27,0.0,10739.171708002687
True,0.08184268812028057,True,215.88301108303395,761.3689879653975,27,0.00870102001822511,10319.238204974681
True,0.0825150136081636,True,323.5982058436743,1895.381742157042,27,0.0,12164.618065813556
True,0.08194424835060067,True,152.1683293103706,451.4748052461073,27,0.006657008830022075,6997.852955013514
True,0.08114936397296245,True,210.01985935832968,1086.8005029624328,27,0.0032711924023918395,7410.725498106331
True,0.08167636489274922,True,223.6018508926711,993.3085375232622,27,0.0,10996.976906899363
True,0.08186759921022081,True,172.08619041567934,73.94410125146221,27,0.0011863839625224349,10510.381506057456
True,0.08111997794671344,True,261.2258390161312,1708.1210198812187,27,0.0026141943688840217,10235.30051810667
True,0.08026262426433582,True,209.3551444440064,1717.1724899671972,27,0.0,10220.298701198772
True,0.08271318227172345,True,163.87121986287337,184.94229440111667,27,0.020903672822289422,8971.421045949683
True,0.08133546034436538,True,165.71981439677378,349.2208059954767,27,0.009950950986273334,6974.799057003111
True,0.08184293858194311,True,153.81840655754786,1438.358878949657,27,0.0,9490.41729210876
True,0.08209162679601602,True,280.4372739919927,2380.1215100102127,27,0.0024992380371837855,10366.007643053308
True,0.0828701498072411,True,128.68658830656818,98.73580873796814,27,0.027522107922757624,5809.6788201946765
True,0.08048422513116257,True,132.9797892184514,182.05547710466715,27,0.0,7256.37707603164
True,0.08246768175481824,True,175.6258815626747,609.8726872975627,27,0.0,9920.659424969926
True,0.0823444969894662,True,211.5739229219881,486.47929534005624,27,0.012049344936406236,9472.214550012723
True,0.08185973018966575,True,221.1062729951333,5491.930878022686,27,0.0,8506.892264122143
True,0.08137153900003996,True,199.94856033008546,824.610240990296,27,0.0,7906.886396929622
True,0.08003660554707351,True,228.96748390048742,50.205684604588896,27,0.0,10342.966606840491
True,0.08246246623417758,True,184.90083161025092,463.2629962870851,27,0.00766922307435812,7559.491683961824
True,0.08254333658723202,True,134.01953872138014,280.512069381075,27,0.0,6377.95355101116
True,0.08226158505997087,True,203.58324974464873,2547.9705780744553,27,0.008082989724458407,10054.039806127548
True,0.08168332394870072,True,170.84333342167415,416.1932874005288,27,0.00025978524419812955,9758.380219805986
True,0.08143058383610113,True,303.8662193866912,2415.8090248238295,27,0.005491439814406954,12354.144650045782
True,0.08130107923640932,True,257.62893766578696,1809.1612251009792,27,0.001371251415966136,10776.754127815366
True,0.08007569968751857,True,236.78144998848438,1495.7682897802442,27,0.0,11100.859795929864
True,0.08318507751783327,True,132.44574827452502,44.29593034695054,27,0.0,8668.861215934157
True,0.08290818583657039,True,194.94708683729792,164.63117231614888,27,0.0,9375.37783314474
True,0.08248490297778925,True,223.48389173434538,69.14522667371091,27,0.0027811675227743565,11782.86812105216
True,0.08253762352799757,True,236.72080771066248,4860.7386369258165,27,0.0,10372.760582948104
True,0.08156543319517118,True,193.93835426308215,848.6895869718865,27,0.0,9575.045628007501
True,0.0811385403480183,True,171.17923506469066,974.2898910772055,27,0.016916185311800072,8894.568854942918
True,0.08195205755399321,True,202.14784923397625,1528.664976125583,27,0.019486768243785084,7258.719015866518
True,0.08248318731465533,True,169.68239564448595,295.07688343125795,27,0.017108352901710835,9941.905892919749
True,0.08119308881081094,True,221.24510444700718,925.3136389888823,27,0.0,7217.504158150405
True,0.08018365689488009,True,296.42224687268026,8934.00145904161,27,0.0,10554.03732904233
True,0.08098482324613963,True,164.45367199679214,1286.939203971997,27,0.0,7194.952846970409
True,0.08225207800083405,True,152.36961375921965,112.34774240292609,27,0.0,8663.006311049685
True,0.08133651777018236,True,220.38200254213402,124.79462682015517,27,0.0,9281.409827060997
True,0.08084024394261179,True,207.90344684307152,421.2523002643138,27,0.0,10449.23397898674
