errH,tDW,err,brutOK,tH,tDC,tBB,n
0.006968641114982578,121.6843873495236,True,True,0.08159050115875624,446.8115981668234,1415.5308669432998,27
0.011342155009451797,144.38398665858105,True,True,0.08046584085977099,517.8230394958518,802.1950254915282,27
0.0,165.27290173495808,True,True,0.08070602702623639,490.12315701693296,111.47579368060597,27
0.006359300476947536,109.38005949455228,True,True,0.08142812252046255,352.5213557295501,742.4094744492322,27
0.0,115.73690428797688,True,True,0.08066558337246707,344.4178128681545,1624.1481930483133,27
0.0,127.32573695431806,True,True,0.08076740709022136,433.76403520815074,276.478961808607,27
0.005434782608695652,162.44025474103788,True,True,0.079982870145834,454.7890943940729,4998.167417012155,27
0.0017605633802816902,203.6605174265181,True,True,0.080029812448841,651.5533696704855,1340.9183619078249,27
0.0,161.0652040534963,True,True,0.07962231875528115,577.5117217563093,31.573819876939524,27
0.0,202.4915095147056,True,True,0.08033303538903197,785.9129302669317,1413.5019578970969,27
0.0,124.01357520138845,True,True,0.07976673865594107,438.33881323225796,291.8054743669927,27
0.003738317757009346,150.29915161721874,True,True,0.0804622155161845,538.2455475046299,218.8599711516872,27
0.0032,145.33577506046962,True,True,0.08122900818460597,567.6822882378474,798.1422395678237,27
0.0,160.1054467416058,True,True,0.07846894148167377,537.6683590002358,687.4891490442678,27
0.0054446460980036296,117.71545947218935,True,True,0.08019014450910496,406.88406051291776,623.4401673233757,27
0.005016722408026756,128.11234963469602,True,True,0.08138484428167156,454.65289279818535,1614.6382892038673,27
0.001838235294117647,156.88143347700438,True,True,0.08051705855499405,583.0035472172312,1582.5362300965935,27
0.017214397496087636,133.4314952319902,True,True,0.08137652002008501,517.4960497533903,563.3747116662562,27
0.0,86.7825268568205,True,True,0.08066984071560643,312.33102741784285,870.274044573307,27
0.016877637130801686,212.1674188158729,True,True,0.08001016949082668,531.5161300241016,5734.200431033969,27
0.0,94.87757950018232,True,True,0.08018885738722083,338.9727280009538,36.1992962913768,27
0.005607476635514018,147.75417506461963,True,True,0.08097406781959433,405.2732244987662,1431.4993771258742,27
0.016791044776119403,185.83012730456318,True,True,0.0793873093028995,529.4780572294258,593.4486675541848,27
0.002008032128514056,156.85535528076193,True,True,0.08104337527762581,474.89201999269426,566.0564537004879,27
0.0,138.05936839586744,True,True,0.08016079140535963,411.0942855089282,169.11567801143974,27
0.0040650406504065045,106.72673621498373,True,True,0.08119895519266214,308.91530989902094,754.2243652666608,27
0.0,149.20528187940363,True,True,0.08054639450826753,402.12000731844455,3258.6963090579957,27
0.0018552875695732839,139.20171699924944,True,True,0.0804141570883318,470.11069818399847,1653.70110492222,27
0.010802469135802469,164.7099902542929,True,True,0.08166283713238465,549.7656179941259,1460.7257940806448,27
0.019193857965451054,108.33767452277243,True,True,0.08137248517907339,390.3502415244778,2600.6092249881476,27
0.0,263.6761529785063,True,True,0.08073315696235371,747.5713873282075,703.5611639730632,27
0.002188183807439825,126.56083258212006,True,True,0.08083326320453968,321.565380452999,1110.7802784536034,27
0.007766990291262136,123.13439019490033,True,True,0.08089601658891701,367.375082646807,1869.2733249627054,27
0.0,153.07559724897146,True,True,0.08078239527529002,447.2221541684121,217.71325981244445,27
0.0017035775127768314,127.52563532098735,True,True,0.080884950604844,442.4340161960572,974.3555529275909,27
0.0,103.73080841964111,True,True,0.08082311881052477,273.97572021517493,538.5432712500915,27
0.020942408376963352,165.61367087997496,True,True,0.0800535199087808,390.61584052008885,7436.641576001421,27
0.0,126.46512769309706,True,True,0.08098648888860688,398.93516750695807,152.36283210106194,27
0.0,181.07201599587614,True,True,0.08084035679824918,516.4100227411836,2141.1417671479285,27
0.008048289738430584,182.3846598585638,True,True,0.08060873402792033,535.8185290242545,128.5522857752557,27
0.0,136.8978466683378,True,True,0.0813422860422482,476.7419653944671,168.27371530234814,27
0.0,121.95292194373906,True,True,0.08027083445082922,387.3129823477939,264.6818235516548,27
0.0,106.99905800309193,True,True,0.08106180918433499,312.7131568866649,4637.12031301111,27
0.010183299389002037,110.41693104727362,True,True,0.07964411426170291,310.2660214935895,2075.841655023396,27
0.0019230769230769232,222.09592553024942,True,True,0.07907006397724342,516.0377584979869,2787.6139560248703,27
0.004555808656036446,109.13099736948921,True,True,0.08087764362838441,321.5931969960885,1125.2339055063203,27
0.0,153.59451524273027,True,True,0.07947047332075556,530.0152722047642,66.6903831229052,27
0.0,150.11452074395493,True,True,0.08023305322988056,453.37758380919695,59.87238107315664,27
0.01824817518248175,144.0287939930225,True,True,0.08147140063425323,414.16370247801143,4841.457251925021,27
0.0128,94.20713638134586,True,True,0.08200306475851799,346.11657631051327,154.0850531309843,27
0.005893909626719057,152.52668569155503,True,True,0.07980965196942735,488.1086364388466,2216.649499023333,27
0.003367003367003367,136.79427354751775,True,True,0.08000644665209433,408.5847221625348,949.0087480517104,27
0.007874015748031496,145.7900280571159,True,True,0.0795058085504164,419.3186121992767,3401.239722967148,27
0.017716535433070866,217.34403181736442,True,True,0.07892567245504592,494.7219769936055,1601.9798850174993,27
0.011784511784511785,152.87101388094015,True,True,0.07979278448830808,507.8707007342018,589.7620066534728,27
0.0223463687150838,170.35691721165287,True,True,0.08075806498512,504.061606770847,2527.023670030758,27
