n,tBB,err,tDC,errH,tDW,tH,brutOK
27,1077.534469543025,True,387.02223100699484,0.005825242718446602,5209.760260069743,0.08475612087423393,True
27,330.4760282044299,True,508.0105982488021,0.0,5090.396095998585,0.08539070248951211,True
27,1691.1638651508838,True,336.517623259819,0.0019646365422396855,4962.655944982544,0.08303638089191415,True
27,404.29136537325877,True,623.5709902248345,0.0016638935108153079,6316.246642032638,0.08564801882861191,True
27,3937.516263918951,True,559.6967950114049,0.0,6696.92444591783,0.0820922608790367,True
27,164.1363314993214,True,462.9365404136479,0.01098901098901099,5908.350442070514,0.08355633540144311,True
27,196.4880768727097,True,457.47748259454966,0.0,4079.833304975182,0.0840155549920752,True
27,4466.56954404898,True,363.4053993349274,0.0036101083032490976,4698.22948705405,0.08305038082317664,True
27,2081.869497196749,True,382.74261984042823,0.009380863039399626,5018.081380054355,0.08432035494555158,True
27,1917.564197909087,True,534.3815605156124,0.005376344086021506,6047.965185018256,0.08245681137731047,True
27,2387.1095760259777,True,421.74086603336036,0.0,4976.861579809338,0.0839832774651903,True
27,154.27264150154465,True,333.78521858581473,0.0,4318.488975986838,0.08314305654622636,True
27,407.996364030987,True,330.5899847099291,0.0,4364.989008987322,0.08410180581106264,True
27,421.2349788285792,True,286.6731423710007,0.012658227848101266,3857.766994042322,0.08406414247953756,True
27,89.6385989343638,True,387.45371997356415,0.0016750418760469012,3600.8103319909424,0.08652006148003216,True
27,111.53731769882143,True,667.3795213767638,0.0,4702.283794991672,0.08442278573538631,True
27,629.3391593111058,True,474.23717877827585,0.009823182711198428,5973.522456828505,0.08370570344474897,True
27,973.213926423341,True,353.778525288882,0.0,4322.065890999511,0.08362760415608705,True
27,30.58392147650011,True,427.8469244018197,0.0,3505.2520527970046,0.08595059772638312,True
27,627.5465726697197,True,384.19286347925663,0.0,4137.546579120681,0.08313020511993273,True
27,2234.017390059307,True,388.04364933942753,0.0019342359767891683,4718.628115952015,0.08461217870927706,True
27,3018.9220239408314,True,331.7575105798564,0.0,5306.173860793933,0.0828561851942731,True
27,1256.5389971714467,True,573.2249899883755,0.009823182711198428,6450.954032829031,0.0846661783720416,True
27,147.07016681495588,True,335.8993914111384,0.0014903129657228018,3751.362510956824,0.08493757961391023,True
27,1774.1083928849548,True,586.4496880094521,0.0,6616.2521911319345,0.08439779995355315,True
27,18.332477601967295,True,434.85557441599667,0.0,4517.567374045029,0.08450797326203272,True
27,357.1392887388356,True,519.7219834662974,0.011146496815286623,4804.539039963856,0.08496333799694059,True
27,772.262858459726,True,410.0464383373037,0.01079136690647482,5104.70554814674,0.08453328131896551,True
27,181.75305862678215,True,567.4490662640892,0.0,5727.207062998787,0.08519452031460552,True
27,1693.7411481048912,True,551.2230395106599,0.024875621890547265,5679.573704022914,0.08379152045463562,True
27,3017.3416298348457,True,350.0913438786353,0.003976143141153081,5206.973460037261,0.08466608219744234,True
27,9908.906953176484,True,347.19549215930914,0.0,7259.232360869646,0.08154497750689732,True
27,8922.340490156785,True,512.0039819739759,0.0019455252918287938,7846.012277062982,0.08246194409809658,True
27,2319.5296078920364,True,462.97909622080624,0.0,5172.062864992768,0.0824512355927003,True
27,13234.256251947954,True,708.5039900460591,0.013011152416356878,10472.377495840192,0.08143433143387448,True
27,1693.5065919533372,True,574.2066404782236,0.017374517374517374,6179.617780959234,0.08371440671639352,True
27,1747.1356871537864,True,508.08775750920177,0.0,6587.813857011497,0.08334876319802782,True
27,199.33479823521338,True,344.1261934183006,0.0,4838.20243482478,0.08418880179704749,True
27,957.511069951579,True,381.49374001659453,0.0038314176245210726,5188.917561201379,0.08249850935712633,True
27,755.0613309722394,True,284.7418230085168,0.023655913978494623,4255.792897893116,0.08392505998703169,True
27,2168.883970938623,True,359.9003463362654,0.0,5717.946033924818,0.08332694782356072,True
27,928.729603998363,True,441.717499634251,0.0036429872495446266,6180.362044135109,0.083339904259166,True
27,457.51828351058066,True,361.8226901550467,0.003780718336483932,4425.241532968357,0.08245103025906288,True
27,254.21014754101634,True,379.98160199883085,0.011904761904761904,3667.2008959576488,0.08466039208125088,True
27,252.96565743961503,True,386.96303400987136,0.0,5224.154678871855,0.08323514388302601,True
27,276.39420237392187,True,394.84522068717826,0.0034071550255536627,5241.145787993446,0.08417941914954254,True
27,99.95180577971041,True,459.2925183940679,0.0,3524.809004040435,0.08555068179501192,True
27,3079.6025609597564,True,555.1703157834709,0.0,5838.445267174393,0.08474183533446127,True
27,427.2995516192168,True,274.91428966944414,0.0,3759.2280928511173,0.08519522096572128,True
27,1772.7843259926885,True,444.1804340109229,0.0,6252.812014892697,0.08274786317534832,True
27,806.4362484728917,True,392.51314332553494,0.0,4717.227851040661,0.08452511694074709,True
27,147.8802104635785,True,249.40766389481723,0.0,3066.7412190232426,0.083602858710263,True
27,1305.8935711160302,True,446.7193508055061,0.022821576763485476,5732.182807987556,0.08345257270272607,True
27,973.4198860824108,True,478.9372163824737,0.013307984790874524,5096.4218431618065,0.08454449087280529,True
27,312.49326750791323,True,405.1731531508267,0.0,4009.735692990944,0.08580502586256715,True
27,114.90755426348187,True,561.2717742333189,0.01675977653631285,6107.077764114365,0.08402105212451451,True
27,127.82664717558553,True,389.1685101746892,0.0,3214.328632922843,0.08556011087188636,True
27,62.30000039562583,True,349.048066551664,0.0,4098.992557032034,0.08644650834625703,True
27,216.5940042015993,True,338.4202868744199,0.0,3788.3890999946743,0.0841016861762795,True
27,572.0803053118289,True,394.7306884995972,0.0,5100.911980960518,0.08166853620270499,True
27,84.38160247169435,True,377.53464219470817,0.0,3409.110408043489,0.0857671259478175,True
27,447.8453855263069,True,397.5197394999365,0.0,4352.2548959590495,0.08574664240337372,True
27,3354.3851170688868,True,380.4823684816559,0.0,6851.571124047041,0.082299211303287,True
27,2915.4327248688787,True,556.7698207451031,0.01717557251908397,7185.560264158994,0.08355445500008882,True
27,139.02810562285595,True,400.2061153296381,0.0,4660.138678038493,0.08415247021976209,True
27,2989.4515220075846,True,349.4468917072351,0.0,5025.034989928827,0.08353005340718081,True
