tDW,brutOK,n,tDC,err,errH,tBB,tH
281.0813441174105,True,27,686.4933593509098,True,0.0,0.2195371577044019,0.0851910571430638
366.3294648285955,True,27,573.9958115154877,True,0.0,0.33759032735447486,0.08584856039253758
242.2664730111137,True,27,439.50648000463843,True,0.0,2.2946615383331275,0.08572575281575304
262.42444211513634,True,27,483.10639141127467,True,0.0,0.7882700863233695,0.08613901866140125
240.66170919686556,True,27,683.5117036631951,True,0.0,0.7266511762523669,0.08599605233286933
227.37591459881514,True,27,443.41962561011314,True,0.0,0.40636754408521153,0.08588589729717917
288.36454113479704,True,27,457.4599233921617,True,0.0018315018315018315,0.6855143148604096,0.08608683587899107
374.94773297415423,True,27,554.5028019696474,True,0.0,0.40003901935638536,0.08567967452312054
354.4046074218516,True,27,668.5026480505863,True,0.0,1.381779095948967,0.0852909090650789
259.53171534153324,True,27,398.01645717428374,True,0.0,0.7408615418728656,0.08632233438956548
207.35668037510055,True,27,435.4827498085797,True,0.0,0.2841158884565181,0.08597693951574407
180.15318770463077,True,27,295.2072261250578,True,0.0,0.4703992445632499,0.08562448021180506
291.73898173030466,True,27,504.1663729934953,True,0.0,0.45346587930983007,0.08575140115912232
363.8606398211171,True,27,714.5784510454783,True,0.0,0.5353110163611585,0.08571912445268846
244.67927149962634,True,27,443.42697178944945,True,0.0,0.8698311417428785,0.08584847219129182
261.37792844221826,True,27,585.8766862656921,True,0.001524390243902439,0.7531046638495822,0.08582308963916147
356.5693901452635,True,27,448.1695167720318,True,0.007462686567164179,1.086831732458792,0.08515805036814746
248.87827700003982,True,27,413.2250075150902,True,0.0,0.8197134271194805,0.08506648779339396
334.4730587143983,True,27,686.3292340033998,True,0.0,1.3705426706398678,0.08512753793246455
238.16264371853322,True,27,440.0420214049518,True,0.0,0.6931015232510396,0.08550860284578737
219.57238554023206,True,27,411.2190440064296,True,0.002574002574002574,0.9987938371280294,0.08610413930740667
291.8175069789868,True,27,510.4935634881258,True,0.0,0.7471575697910071,0.08539243344366615
347.5637035776994,True,27,572.9301117244177,True,0.0015748031496062992,1.6505500210978068,0.08546944845976105
245.14587537851185,True,27,506.18052401114255,True,0.0,0.6565734005424255,0.08542170126691015
242.05890221055597,True,27,392.17641196834546,True,0.0,1.0238066278063929,0.08587696212648821
240.72466848883778,True,27,552.3000467801467,True,0.0,0.38848457237944417,0.08586574164153644
345.0514188568507,True,27,563.418363512028,True,0.0,0.5990035342726427,0.0861619625711636
403.30687483462196,True,27,578.9949160534889,True,0.006134969325153374,3.2266544596101325,0.08584876953690186
508.98766750469804,True,27,870.2829695539549,True,0.0,0.43390992934936234,0.08604597537933525
275.39851389721866,True,27,451.23923858627677,True,0.0,0.33558458847968925,0.08607101331675865
372.03765000837546,True,27,595.9173614974134,True,0.0,1.0529092886909308,0.08575605415663391
308.2706924760714,True,27,517.5958149484359,True,0.0,0.47266585508324527,0.08584719136022108
324.2463188778077,True,27,625.4078337806277,True,0.001639344262295082,0.4056773298786515,0.08541232828778063
327.5993802983846,True,27,663.6241973222544,True,0.0,0.8192353747069038,0.0854099477956229
314.99166487317,True,27,674.2830926862856,True,0.0,0.3671879634943792,0.08541420927253686
253.43458354473114,True,27,623.7157459836453,True,0.0,0.8408424039671286,0.08529138714910997
244.31192211341113,True,27,360.75820731154334,True,0.0,0.8004596164518091,0.08563913172457238
300.66732462728396,True,27,547.0636414829642,True,0.0,0.5487305426928597,0.08602731199683826
300.0452386040706,True,27,615.769937983714,True,0.0,0.46702543766621285,0.0862259376835037
273.5588339985245,True,27,526.1645902064629,True,0.0,0.5637378107173474,0.08616861504456827
341.189596402858,True,27,644.169279296572,True,0.0,0.9844942856472537,0.08595536668942409
223.9545050754466,True,27,404.84590265744674,True,0.0,1.172440121413074,0.08590688661225658
390.38143268165487,True,27,703.9769603094707,True,0.0,0.6483192558708706,0.08638020754574276
348.45597127319445,True,27,673.9950273962071,True,0.0,0.5339001271328548,0.08570998886665493
241.89143350813538,True,27,460.1856564171612,True,0.0,0.2822217625235773,0.0859087781066274
335.5263260060123,True,27,638.6412776385745,True,0.0,0.8889371454588485,0.08646013238264959
265.70915221236646,True,27,623.7555189873092,True,0.007853403141361256,1.0939064335876278,0.08587869329937518
215.92397227968004,True,27,318.4134278646005,True,0.0,0.6209658174596194,0.08589899680586127
245.69115999620408,True,27,519.7298802668229,True,0.0,0.28229585263533097,0.08527519712721177
265.0282717723813,True,27,400.467586160327,True,0.0033277870216306157,0.3807860977753721,0.0863524211657712
224.27169654772365,True,27,390.0620333539943,True,0.0,0.2794341726379452,0.08583248892898004
209.9947306242856,True,27,344.6555378447686,True,0.0,0.31982045513662827,0.08626884566703145
311.7806064297578,True,27,773.6667112912983,True,0.0,0.6431436613495425,0.08571537470024414
284.31860063574277,True,27,565.7540370011702,True,0.0,0.6098329401087019,0.08503759236452918
324.0196988585272,True,27,648.6109506804496,True,0.0,0.8395331399515271,0.08586249553789681
300.2426741295494,True,27,549.5620942674577,True,0.0,0.3427692246288673,0.0855416364993918
352.68279328010976,True,27,664.4944880002489,True,0.005277044854881266,0.334838245890285,0.08589596711190331
432.5205210130662,True,27,576.3107397942804,True,0.0,2.8019183134988377,0.0851804395979041
332.8078252795552,True,27,484.76292323321104,True,0.0,0.8253707212911227,0.08574658154196824
292.94560477137566,True,27,681.8433733036121,True,0.004178272980501393,0.585574930812267,0.08572239531630281
381.987720533895,True,27,624.9877825030126,True,0.001422475106685633,0.9991706470199923,0.08658038588685689
297.754957980942,True,27,523.0226695421152,True,0.0,2.0672088839291107,0.08572179980789915
308.1661156320479,True,27,588.5401495033875,True,0.0,0.7426672997122741,0.0858891961802663
357.790216182669,True,27,446.6813334263861,True,0.0,0.9779004885532548,0.08613008219365323
309.6811599971261,True,27,489.02822700329125,True,0.0,0.7858503843620706,0.08588482574307939
280.1011186093092,True,27,537.8390545374714,True,0.0,0.5485127554217428,0.08573524470700593
280.5398151394911,True,27,750.9530850220472,True,0.0,0.3172372304566315,0.08573898408309552
289.43863438325934,True,27,641.6435110537956,True,0.0,0.6632769783163175,0.08568024557472317
305.96612935187295,True,27,534.3441489967518,True,0.005145797598627788,0.746655832921794,0.08579221972913106
351.58657312526236,True,27,538.2984057650901,True,0.001430615164520744,1.1770937225890272,0.08534213486851272
214.2273051960563,True,27,459.26742018200457,True,0.0,0.33299411197188233,0.08630882302626974
198.02312999187657,True,27,459.52726462855935,True,0.0,0.2902186931824909,0.08593933002850009
214.8035249926827,True,27,361.2338126792262,True,0.0,0.48073799668663336,0.08586418302197062
425.89743663556874,True,27,687.35749903135,True,0.0,1.2727539773259906,0.0863923099225557
243.57946610543877,True,27,388.81229046576965,True,0.0,0.40048962096474755,0.08553337105264941
276.8630039936397,True,27,481.59381840378046,True,0.005471956224350205,1.034062747614328,0.08578236556696468
352.1704107323395,True,27,585.3405597736128,True,0.0,0.8234011379044732,0.08617644217864341
258.7121939027889,True,27,492.9555220063776,True,0.0034071550255536627,0.5913985848247287,0.08594324270212204
