brutOK,errH,tDW,tBB,tDC,tH,n,err
True,0.010238907849829351,1147.2499275114387,2433.104044990614,432.7789743896574,0.08434628970790164,27,True
True,0.0034482758620689655,993.2232619030401,115.85707362526311,385.57286250094575,0.08442313932426584,27,True
True,0.0,948.6356449779123,377.8326136060059,401.8234598139922,0.08327225561311478,27,True
True,0.010135135135135136,1828.2482351642102,3464.9972680490464,546.861584240105,0.0817529470208657,27,True
True,0.0,802.791964650775,489.61577349109575,251.57970834213,0.08381655715792621,27,True
True,0.012024048096192385,1079.6892709331587,2640.2186390478164,308.3276466059033,0.08311355210440541,27,True
True,0.0,1183.7025585118681,2238.696765853092,408.1577688145141,0.08305883449783699,27,True
True,0.016293279022403257,769.5294916629791,251.39975399360992,307.6638301135972,0.0839008104388703,27,True
True,0.008375209380234505,767.4482043366879,200.75395199554887,481.76212599501014,0.0847463496860915,27,True
True,0.0,1625.3280939999968,772.8564559947699,793.000487688308,0.08335195269885323,27,True
True,0.0,1149.273297516629,1524.759392021224,357.1050656416143,0.08234446941184073,27,True
True,0.0,1225.5304924910888,790.3015511110425,564.3824329599738,0.08419211698000044,27,True
True,0.012027491408934709,848.0403205612674,1008.8406080612913,389.1019606574749,0.08543914949762269,27,True
True,0.0,1126.5408595791087,912.2187094762921,433.4182621911168,0.08275481923291365,27,True
True,0.0,1119.9105425039306,2603.5851459018886,385.01099597973126,0.08260174816082144,27,True
True,0.0,1248.9340774482116,561.8990373332053,506.93529099226,0.08367139445762235,27,True
True,0.0,1354.4101510196924,510.3496610342214,519.6741325198673,0.083769671087195,27,True
True,0.007272727272727273,1163.8936224626377,136.88611016065502,364.04932899555814,0.08484361690983448,27,True
True,0.0,1495.2094571199268,593.4220824856311,445.52419162355363,0.08264927584861284,27,True
True,0.006134969325153374,760.291300714016,131.71490436486368,298.19319149828516,0.08412107492926851,27,True
True,0.02464788732394366,1474.3963128421456,612.3501145048067,605.7594155427068,0.08435164254696235,27,True
True,0.01926444833625219,1250.7163370028138,1322.0782410353422,543.4868927695788,0.08482534187107557,27,True
True,0.0069084628670120895,1102.6852205395699,375.0564004876651,400.2193174868201,0.08414682942592272,27,True
True,0.0,1367.1989359427243,1500.978120835498,521.8582010129467,0.083799545601063,27,True
True,0.0020964360587002098,889.4498775480315,136.6500212954214,389.08666050216806,0.08417194791036553,27,True
True,0.008113590263691683,1115.5862089945003,2150.235944893211,388.78495366467786,0.0819176757709237,27,True
True,0.003676470588235294,1162.8476604819298,977.0641564391553,404.269912163727,0.0837427779070366,27,True
True,0.001451378809869376,772.4820766597986,130.79053754560078,427.0462836138904,0.08585333563146112,27,True
True,0.0029455081001472753,759.5861939868579,2049.8450500890613,386.1185279674828,0.08597944785001543,27,True
True,0.0,773.8117256667465,376.0767383966595,403.91126201332855,0.08351227151516126,27,True
True,0.0,1208.1066720420495,435.1485833370437,527.0194564945996,0.0828644438565459,27,True
True,0.016042780748663103,1242.8720609750599,193.34192544088833,547.5234692567028,0.08419227083950533,27,True
True,0.0,943.288141512312,409.48702895548195,414.45879032835364,0.08426042432299706,27,True
True,0.01016260162601626,1391.956944949925,1513.239752035588,525.4028984927572,0.08265733311604015,27,True
True,0.00510204081632653,855.5196890374646,2721.3074129540473,460.449033183977,0.08348881523156672,27,True
