errH,tDW,tDC,err,tBB,tH,n,brutOK
0.006493506493506494,309.61190623929724,548.5881744470033,True,3590.457318117842,0.08228212241361237,27,True
0.0020161290322580645,299.98747899662703,518.4492100961506,True,2821.171235991642,0.08192593823525324,27,True
0.0,368.36878806710814,476.9857753999531,True,426.3933144044131,0.08212944195410288,27,True
0.0,233.75384399800427,452.4288551712578,True,461.11100300082137,0.0827074759007229,27,True
0.0,232.49450319313578,506.40774489794336,True,1413.9970894902945,0.08240674889975551,27,True
0.029513888888888888,256.0913232032602,423.1254298197614,True,967.4973426541934,0.08232427573339879,27,True
0.007619047619047619,288.7596209971782,478.5390080884099,True,425.0481891601036,0.0823829805878934,27,True
0.0038461538461538464,438.3406366263939,665.4237682731556,True,781.6856386295209,0.0824903900638191,27,True
0.0,237.5506991964011,427.94760373759675,True,686.9731714832596,0.08194521135792054,27,True
0.022964509394572025,211.73639652197775,378.0813166835847,True,618.8726046821102,0.0819459993130994,27,True
0.0,235.59099218497673,521.6771431215521,True,178.55264735408127,0.08313025543787426,27,True
0.0063025210084033615,205.83464191683257,381.44783476869077,True,298.891432557462,0.08308978644458802,27,True
0.0,148.48532670205742,379.34103715591704,True,100.28298073891729,0.08360093616239171,27,True
0.0,229.26396409803556,345.89125457153256,True,108.29232177800601,0.08181091814079382,27,True
0.014035087719298246,218.08565068270332,432.0831075522371,True,1339.1161606802295,0.08250630309037384,27,True
0.013725490196078431,254.34188037424494,510.55704000302484,True,272.8159950056579,0.08271819875147297,27,True
0.0020833333333333333,239.90497265476733,416.91022568071884,True,465.4371198848821,0.08178324899237414,27,True
0.007782101167315175,196.55079936608672,315.02681512696046,True,1645.819143508561,0.08224021859219607,27,True
0.011299435028248588,157.6201758092089,364.4700180022762,True,237.18915641994067,0.08339790558860631,27,True
0.01056338028169014,296.19218000152614,566.3629562477581,True,5461.37555106543,0.08136181568902714,27,True
0.01391304347826087,216.4451160427669,497.25195579230785,True,965.7947597443126,0.0821124390880056,27,True
0.008247422680412371,186.26045107017632,297.76274056348484,True,3690.5056938994676,0.08123476832975658,27,True
0.0,229.45877990596705,472.95370099600405,True,187.17198490630835,0.08252143309100692,27,True
0.01616161616161616,321.208620738859,541.6030986493247,True,721.1099764681421,0.08329088561441282,27,True
0.0,277.9688115286477,425.65451153892684,True,705.9082287596539,0.08154862641470226,27,True
0.011406844106463879,254.39166168584242,353.4703976308395,True,3653.916829964146,0.08174793120118347,27,True
0.0016474464579901153,164.62500297153989,338.8794849327366,True,1374.9123183079064,0.08150330935243465,27,True
0.0,308.58379187702667,410.3455960090893,True,1814.005435910076,0.08151347380708823,27,True
0.005747126436781609,230.40550409461417,441.9721037107097,True,4100.607716012746,0.08172476737199823,27,True
0.012345679012345678,185.77039380593655,448.6122454558922,True,551.2219395954162,0.08326912345125827,27,True
0.0,183.81888388345638,349.11949205811004,True,816.3524077739567,0.08219887994808385,27,True
0.0,186.60401466051832,327.86419852636755,True,177.8416641823509,0.08213128934114096,27,True
0.0,300.2534773258958,413.1253103259951,True,251.8350059981458,0.08170637297857776,27,True
0.004158004158004158,261.6474181536193,432.3712875431573,True,650.3607742022723,0.08275988153883754,27,True
0.0,197.88235887885094,356.9827614285584,True,307.511094918785,0.08272298094920548,27,True
0.0058309037900874635,202.18758258852176,239.94536164682359,True,511.69287227094173,0.08250545861803371,27,True
0.01195219123505976,162.9306049707035,256.4125386875515,True,3162.2897889465094,0.08266978916110174,27,True
0.0,323.2352459958444,374.1458913203902,True,2622.4667951464653,0.08192563416796587,27,True
0.0,222.85553812980652,395.207553752698,True,376.8648961558938,0.08131664774720777,27,True
0.0,143.27683259376929,236.94819062282997,True,443.1795541789721,0.08160760726889896,27,True
0.011041009463722398,341.5537521276357,666.046667012519,True,649.8649727242688,0.08224854189706228,27,True
0.005905511811023622,266.47359850661206,654.962404165417,True,137.08316957529047,0.08177248212235354,27,True
0.012711864406779662,198.54806832037866,439.59618764082813,True,1367.0794640202075,0.08389308915551837,27,True
0.0,267.31936311504495,528.4733587565521,True,1756.3486294820905,0.08195131895658762,27,True
0.0,210.51633421777058,545.5102583186494,True,900.2623492851853,0.08244320853730085,27,True
0.0091324200913242,318.16089446656406,636.8539979947465,True,1460.6379040051252,0.08264078593319266,27,True
0.0017482517482517483,250.38728078729227,343.8167683613886,True,3677.7505229692906,0.08244400546342821,27,True
0.0,158.77642477261682,298.72488080582116,True,408.0096916507252,0.08430186200327905,27,True
0.0018552875695732839,162.32009870000184,360.55342530688415,True,987.0475750067271,0.08281690764090702,27,True
0.006072874493927126,259.4321743144016,506.70487757047846,True,1803.5292620770633,0.08081196715311202,27,True
0.006896551724137931,214.53038103999975,350.7852633650015,True,1878.0270729912445,0.08355131527023613,27,True
0.011475409836065573,214.5668648325069,542.2722248929657,True,1228.580758286019,0.08314030823258915,27,True
0.02531645569620253,214.5471459598807,447.5965844678946,True,1305.502149509266,0.08228267823958024,27,True
0.0,243.98252555401996,358.02188023136785,True,1470.9909559460357,0.08270925916231206,27,True
0.017761989342806393,160.1807062904681,317.71628505860764,True,485.4313937082355,0.08241698615691985,27,True
0.009009009009009009,168.04311345010225,273.78613761781406,True,1772.2968119196594,0.08320323098176231,27,True
0.0,213.30539156358853,351.6437421453052,True,608.8759736157954,0.08309824025753,27,True
0.0,167.782489619828,341.4848864943321,True,163.99751619901508,0.08332813577089918,27,True
0.0,158.93092022217328,330.09431913184625,True,983.2441082107835,0.0836316378605912,27,True
0.0,326.03261813831824,578.6162947770208,True,1105.5764454649761,0.08303993086030408,27,True
0.006097560975609756,230.2433893394967,459.5252784900367,True,277.004627417773,0.08223389404284474,27,True
0.022172949002217297,227.9084628181798,347.0034885852198,True,7176.124791847542,0.08115704929056022,27,True
0.0034965034965034965,291.8846384238671,543.0032083143791,True,727.9948622453958,0.08242078094944942,27,True
0.0017452006980802793,221.58315340692008,497.37927650567144,True,4129.393633920699,0.0830050114369463,27,True
0.03308823529411765,144.712879705955,346.31512563542594,True,117.67769115081487,0.08391159089066128,27,True
0.008565310492505354,175.84529093333654,299.0754248748999,True,708.7106340099126,0.0823417388930742,27,True
0.009259259259259259,365.41052139364183,592.1936834929511,True,1064.1253833503772,0.08204387073598322,27,True
0.0,211.77618856460828,545.5756872219758,True,750.0486196018755,0.08298602671961416,27,True
0.005628517823639775,212.75920464414295,405.2391000829327,True,779.9849474880224,0.08195343877485232,27,True
0.0,255.95007146904734,407.8547839890234,True,242.38931532017887,0.08176812743756699,27,True
0.007722007722007722,225.21466708911413,486.0881398897618,True,486.79455276578665,0.08191745541515483,27,True
0.0,165.81633690123758,280.1687305875342,True,437.5112029051201,0.08241581892986873,27,True
0.0,279.90325059577384,403.3010110918743,True,636.1335966503248,0.08112419157677021,27,True
