n,err,tDW,tH,errH,brutOK,tDC,tBB
27,True,3655.7894910220057,0.08089133315280664,0.017716535433070866,True,375.32800816309947,5363.454732811078
27,True,3563.040468841791,0.08400792956554719,0.014634146341463415,True,358.18103766844916,672.5646823178977
27,True,3143.4952470008284,0.08400337056556385,0.011111111111111112,True,314.41932201518546,4059.042589040473
27,True,2154.8416388686746,0.08406274773936616,0.01073345259391771,True,259.4115095368276,208.61749949399382
27,True,3479.228608077392,0.08305812794728568,0.010471204188481676,True,352.812047282766,2463.868519058451
27,True,4152.106488123536,0.0823474072596525,0.00881057268722467,True,376.9103183100621,350.47299979487434
27,True,3407.089142827317,0.08258502392421731,0.0,True,409.61911614673835,501.39726902125403
27,True,3204.0525160264224,0.08199874206915239,0.0022935779816513763,True,286.3172117504291,5350.665751844645
27,True,3064.888674998656,0.08210419516543307,0.0017825311942959,True,341.81564856719757,426.06445676647127
27,True,5046.680469065905,0.08221825407737708,0.029535864978902954,True,527.1191791980527,2461.8603128474206
27,True,3285.2383190765977,0.08210505063256308,0.0,True,331.3174626923033,475.87397298775613
27,True,2088.137451093644,0.08344176873535966,0.0,True,342.8258582883115,129.50486755774668
27,True,3585.494633996859,0.08297147336320575,0.023255813953488372,True,444.5482823997736,487.5515967141837
27,True,2470.8663399796933,0.08321440780538754,0.015904572564612324,True,207.32417708495632,853.2234029844403
27,True,2959.5556501299143,0.08172080699111982,0.0,True,378.62877117004246,287.65895860269666
27,True,2941.636386094615,0.08250266971327391,0.003780718336483932,True,297.95899911550805,1598.5708311200142
27,True,2801.517487037927,0.08256505501271781,0.0,True,247.07430109847337,508.54543346213177
27,True,2945.2617599163204,0.08343018810538685,0.009433962264150943,True,327.17313288178826,469.6421750355512
27,True,3741.2355369888246,0.0811304215667113,0.0,True,341.112201168601,3194.2721121013165
27,True,3477.1691320929676,0.08100574862549767,0.0,True,410.10237935309607,118.1777469240702
27,True,3482.937595807016,0.08123353306454818,0.0,True,418.61686897464097,1442.0497929677367
27,True,2942.148613044992,0.08311855921574163,0.0,True,430.08477380499244,1367.383173899725
27,True,3015.3519611340016,0.08308940047062788,0.0,True,360.1951044984162,1387.8139411099255
27,True,5043.822040082887,0.08098055246106109,0.00847457627118644,True,350.1391725814236,377.31339619494975
27,True,3100.9311450179666,0.08311256742007316,0.005050505050505051,True,383.2648826840644,263.0428303964436
27,True,6245.276822010055,0.08099967687536859,0.0,True,539.8273197351955,13234.660224057734
27,True,3173.9235890563577,0.08321775571615,0.0,True,330.6167814215379,290.2538548888905
27,True,3181.07096105814,0.08441415339749782,0.0,True,478.89896919950843,151.4252589126541
27,True,4381.983913946897,0.0821732637731505,0.0,True,455.5912516079843,1397.138567874208
27,True,5337.553228018805,0.08205788960273067,0.026694045174537988,True,448.4441894106567,1655.849973903969
27,True,2858.437537914142,0.0824397847940754,0.0,True,318.0671110084014,2758.309194119647
27,True,3747.097158106044,0.08254360706339538,0.0,True,381.06056667553884,490.68768074115115
27,True,3023.384795989841,0.08118559155386222,0.0,True,313.3755861116307,2546.729511814192
27,True,5021.887070033699,0.08152167964718793,0.003992015968063872,True,571.9791065203026,5648.3099241741
27,True,4395.726393908262,0.08227239793083232,0.03773584905660377,True,574.3671802338213,613.1525235250592
27,True,4352.31069708243,0.0834637474830451,0.011532125205930808,True,470.74699020013213,616.9124355074018
27,True,5068.758439971134,0.08239370925894543,0.0,True,536.8745662271976,927.8494395548478
27,True,3944.3651570472866,0.08102264221423235,0.0,True,381.15965951389325,1813.0773960147053
27,True,2714.908184017986,0.08320842598980113,0.0,True,328.2847959947373,217.19789328718824
27,True,3776.881410041824,0.08353409554587791,0.02,True,407.9979631351307,888.3155239745975
27,True,3533.7242318782955,0.08204372887789252,0.0,True,517.5705047440715,153.65402622976237
27,True,3804.4131079223007,0.082577733556999,0.01694915254237288,True,431.9395797792822,2154.9879261292517
27,True,2404.5226390007883,0.08175383081510441,0.0,True,314.01866069063544,272.4811235509281
27,True,3658.534125890583,0.08369278502801189,0.0,True,390.0173531922822,338.9341303457816
27,True,4186.546211130917,0.08114518887700709,0.0,True,394.1303390311077,2945.6346489023417
27,True,2642.3548460006714,0.08213870397978909,0.001763668430335097,True,394.1951151549195,178.48568354648623
27,True,3567.9579409770668,0.08338411016336483,0.0,True,440.3366446029395,1504.2710630223155
27,True,3387.2734860051423,0.08331534995763842,0.015209125475285171,True,365.3857568278909,834.6385614713654
27,True,3925.7823009975255,0.08402494555986842,0.008319467554076539,True,643.0727780486146,295.4078106209636
27,True,2753.54779092595,0.08187199314865917,0.0,True,366.30539153702557,249.06355747953057
27,True,3160.310611827299,0.08226511636742362,0.0,True,273.30936765712164,368.3124613404895
27,True,4905.505468137562,0.08108097352399381,0.0,True,531.4299567253329,606.8716580048203
27,True,3107.2473630774766,0.08282399103985293,0.0,True,299.7921387432143,133.71502000372857
27,True,4012.7374660223722,0.08249367955548152,0.0,True,512.7409005071968,73.30700523397397
27,True,3827.1930210758,0.08278038831351911,0.0,True,519.9738070368767,3033.664230024442
27,True,4174.504935042933,0.08263785321076365,0.0,True,411.19210969191045,1784.0737157966942
27,True,3511.4308788906783,0.08276856585721208,0.005649717514124294,True,384.90368751809,829.347038990818
27,True,3406.2455310486257,0.0818146864679787,0.0,True,349.1934365925512,336.95977623574436
27,True,2499.8466081451625,0.08086661100139367,0.012711864406779662,True,225.09241955016145,3208.1088901031762
27,True,3118.775981012732,0.0825421157091188,0.019748653500897665,True,365.25829035478336,577.8424933087081
