errH,n,tDC,tDW,tBB,err,brutOK,tH
0.0033500837520938024,27,371.158810529428,114.50678672165026,476.4761018773748,True,True,0.08299277692068814
0.010822510822510822,27,233.6953538137355,120.82583590115352,872.4222700111568,True,True,0.08295211248190422
0.01174496644295302,27,274.4008955002452,88.97939348932017,714.3037241573135,True,True,0.08493411584762663
0.00851063829787234,27,290.82531246411446,131.34441578232153,362.36854491289705,True,True,0.0833474315516146
0.01486988847583643,27,269.7491708935963,112.04619438980114,492.63170326594263,True,True,0.08389658410842886
0.018425460636515914,27,418.61740108156073,140.09671165341777,184.2764143578031,True,True,0.08419845945558974
0.0,27,343.92016201413105,119.35079141474533,106.2137131180082,True,True,0.08422010653929946
0.0,27,218.81190900140527,84.22316123841931,31.987945364739797,True,True,0.08424906330984741
0.005660377358490566,27,430.5160739882426,173.45021178646545,1159.7240912378766,True,True,0.08475781141869555
0.007911392405063292,27,299.6002443105681,94.57676184292023,1799.0688175195828,True,True,0.08332885593420111
0.023715415019762844,27,227.75373975968077,81.3789516878238,817.0976346591488,True,True,0.08417950755861581
0.0,27,223.84980963331395,74.06854091226053,244.8528846358194,True,True,0.08422673058061918
0.0,27,269.4558755675744,92.56375313051186,938.8317559845746,True,True,0.08196389991074902
0.0,27,333.595852500626,108.3875358932548,197.28367410134524,True,True,0.08423332926356589
0.01391304347826087,27,210.70300891954938,67.39321109410878,55.83334920395698,True,True,0.08346883686324577
0.0,27,272.9918300562228,103.07358718515995,740.5385043627272,True,True,0.08460891310968702
0.0,27,300.6261089904001,133.55789394621308,375.9719564537095,True,True,0.08441401954886672
0.0,27,364.2503604686891,149.4021018769479,1971.8199690105394,True,True,0.08315007391666507
0.0,27,297.074795817025,86.70929385953697,76.13080391741317,True,True,0.08481532033921237
0.0,27,290.8508135964546,67.78907275452495,92.85148923159934,True,True,0.08378480786120245
0.0017452006980802793,27,369.3572497711732,137.27570336130964,2214.457798516378,True,True,0.08368577484968681
0.004991680532445923,27,256.61681831422214,86.1952625451969,340.9489548514382,True,True,0.08391185534235075
0.0,27,260.80693273903114,96.6204790005862,467.7832454210147,True,True,0.08306437842535741
0.0,27,370.27465792086264,175.32745074380986,3691.9592551421374,True,True,0.0825931557882091
0.0032258064516129032,27,216.2214392978374,65.39721319782792,26.702319005586578,True,True,0.08493716013668548
0.0,27,293.2751756889047,91.429318538522,185.5671913900341,True,True,0.08380236256384285
0.016877637130801686,27,232.98888428447148,84.77799624108293,2111.5786799928173,True,True,0.08282035457811258
0.0166270783847981,27,287.17045953004236,168.50288351997733,827.2943585645407,True,True,0.08435569416871955
0.010291595197255575,27,503.21177077583144,141.86308925439204,141.00718300323933,True,True,0.0829704288564842
0.0,27,272.1678097732365,126.97152479981574,499.1414499883022,True,True,0.08294463722754507
0.0078125,27,264.9534211700989,115.81919460319155,1176.9618266262114,True,True,0.08419127554522203
0.0,27,261.89157816891867,108.59173561102183,512.5989487601651,True,True,0.08449282914253611
0.0,27,318.9375121456882,164.1158970305696,2584.358631167561,True,True,0.08330411378013537
0.0,27,424.5827274439348,137.2884598353671,247.3540130751924,True,True,0.08274363907202753
0.001834862385321101,27,326.0705801347891,155.5614490280277,3391.3810399826616,True,True,0.083247342881706
0.01364522417153996,27,245.66448975820094,116.03186304442757,492.0335431169305,True,True,0.08431042002997063
0.0136986301369863,27,230.46428752353503,90.16989541917363,373.46246033363667,True,True,0.08373304809751529
0.0,27,291.77317558787763,81.09388962296434,4499.480182072148,True,True,0.08199710698105865
0.013468013468013467,27,286.569741773693,85.51810444573518,2421.8678585020825,True,True,0.08390364117598938
0.007898894154818325,27,412.1913057557928,126.9870254342468,164.2619282777967,True,True,0.08468556897820391
0.009416195856873822,27,293.71498261753004,114.39284204700311,3498.543150955811,True,True,0.08305439916385353
0.0,27,266.74288255162537,82.64754109938319,1685.203964007087,True,True,0.08434258977171268
0.0,27,375.81221152168627,102.86701968774044,1243.8984503193449,True,True,0.08275536164291833
0.0035971223021582736,27,398.49430506971356,146.29225329468576,2774.9272249639034,True,True,0.08404547617473618
0.0,27,237.7907116232174,89.42367423495108,965.7944102073088,True,True,0.0824028173787121
0.007677543186180422,27,325.86648513873416,116.28146398119456,130.62464330578223,True,True,0.08271960985996736
0.0,27,181.00316251662593,78.60517080888035,561.5513752563857,True,True,0.08367031466103474
0.003703703703703704,27,235.9454471817506,91.70351327931579,225.8689166693431,True,True,0.08220009181272532
0.0,27,358.9751604550446,121.43942109513574,831.7787040141411,True,True,0.08289064667838887
0.0,27,308.8764770072885,136.1518267270488,548.6138458696327,True,True,0.0825755819808863
0.00946969696969697,27,388.90055949256447,130.97607360932193,407.1735678007826,True,True,0.08381728579270309
0.0,27,240.63598945504054,95.0861330000827,369.1916427342221,True,True,0.0827437806208019
0.006437768240343348,27,275.72280000377856,132.47986426702826,287.2711846604943,True,True,0.0838722373377738
0.0,27,229.68205243038634,75.25476287683529,900.9068354032934,True,True,0.08371997837926047
0.0,27,327.87391540283954,84.418199731479,400.20614326931536,True,True,0.08296109710954284
0.0021321961620469083,27,300.035631749779,131.10726376333716,226.3782290974632,True,True,0.08256668741611116
0.0017391304347826088,27,311.6819067392498,94.15323119341897,1756.3694859854877,True,True,0.0825632041199284
0.0,27,314.108539527903,95.74582839074235,856.4570059534162,True,True,0.0818820281832293
0.0,27,252.80897205352392,89.74820380099118,2157.4284940725192,True,True,0.0835289638548536
0.0,27,237.53198615740985,74.0626918207576,1434.491983614862,True,True,0.08332111464376206
0.0,27,264.8990272233884,117.22051697627951,37.96252840458273,True,True,0.08404036979307775
0.013671875,27,324.23788801146054,104.36190172356177,533.3875301294029,True,True,0.08321678066483083
0.0,27,205.81766891215617,76.96973839119892,184.79845092560237,True,True,0.08355709048279529
0.014462809917355372,27,209.9430954751923,88.82528624963015,200.88118548585993,True,True,0.084766766964185
0.0,27,273.1577457290971,115.1388088609417,2069.8774019256234,True,True,0.08235690759473971
0.010084033613445379,27,229.06050918668151,64.32466707857591,1445.6304506553959,True,True,0.08372328845506063
0.004552352048558422,27,290.5904583578162,80.35370742627343,740.963917497235,True,True,0.08388940734352533
0.0,27,293.488327995874,103.59605285339057,336.4266170787492,True,True,0.0824451579456462
0.014035087719298246,27,322.51784540712833,142.3110202620072,711.6068143863231,True,True,0.083921163237068
0.01893939393939394,27,278.5286701229565,109.20187413382034,689.5254438277334,True,True,0.08325993086587172
0.022388059701492536,27,360.02161206964115,144.6337983258726,633.6961163130278,True,True,0.08510025471399328
0.0,27,285.9012977055767,92.16804898137019,695.6279700001081,True,True,0.08297843820115093
0.0035398230088495575,27,411.42894050184015,155.37314068135476,248.7703100504244,True,True,0.08446317834056588
0.0,27,252.85325910111789,82.139717717655,25.237602745946592,True,True,0.0840633172833775
