brutOK,tH,err,tDW,tBB,n,errH,tDC
True,0.0807845936034621,True,199.760189318719,2776.6192639246583,27,0.01798462800376705,9135.493824025616
True,0.0807906426450222,True,236.03651230223477,1662.271945970133,27,0.0,10090.79818893224
True,0.0816566809270868,True,228.50212489720434,2214.660227065906,27,0.0,10820.341578917578
True,0.08151607478638873,True,272.0059307757765,308.3878144971095,27,0.002892992902075554,10216.806747019291
True,0.08227098566570464,True,233.99654098320752,787.2374595608562,27,0.0,10739.171708002687
True,0.08184268812028057,True,215.88301108303395,761.3689879653975,27,0.00870102001822511,10319.238204974681
True,0.0825150136081636,True,323.5982058436743,1895.381742157042,27,0.0,12164.618065813556
True,0.08194424835060067,True,152.1683293103706,451.4748052461073,27,0.006657008830022075,6997.852955013514
True,0.08114936397296245,True,210.01985935832968,1086.8005029624328,27,0.0032711924023918395,7410.725498106331
True,0.08167636489274922,True,223.6018508926711,993.3085375232622,27,0.0,10996.976906899363
True,0.08186759921022081,True,172.08619041567934,73.94410125146221,27,0.0011863839625224349,10510.381506057456
