tBB,errH,n,tDW,err,tH,brutOK,tDC
1798.2143571134657,0.004908644668666485,27,262.0425866658075,True,0.08214624941696218,True,7318.3490328956395
146.96492730373782,0.01759027879856926,27,226.01203309287402,True,0.08089344498007947,True,7032.431381056085
245.2701722504571,0.0,27,161.82675380259752,True,0.082150450820307,True,6404.189774999395
282.5743592111394,0.0,27,179.61856130009087,True,0.08204728206672378,True,7502.481084084138
3181.9847838487476,0.000631745196104238,27,295.15382714453153,True,0.0800873566753494,True,6768.87688296847
3859.3494340311736,0.0,27,186.38398661278188,True,0.08146787345199558,True,6768.983918009326
797.7676105219871,0.001236937513329068,27,134.86203310700753,True,0.08261840767346923,True,6344.446591101587
474.33431004174054,0.0,27,295.94736514263786,True,0.08135676673644603,True,8139.07647295855
724.906057662641,0.006079478054567023,27,172.9922428660627,True,0.08255123397464104,True,6965.3521690052
1883.7588378228247,0.0112079701120797,27,266.8443796638813,True,0.08136864392907128,True,7144.084498053417
504.5013533284267,0.0,27,216.46006272005087,True,0.08160619722707337,True,7521.173872984946
459.28833866491914,0.0,27,236.2045930000022,True,0.08169978243673535,True,8398.839934030548
4357.112478930503,0.0,27,241.12342200241983,True,0.08045369844538255,True,7301.4005539007485
365.13768875738606,0.0016295744482726512,27,213.99324692108416,True,0.08274931922182827,True,7641.460561892018
594.5277746456364,0.0,27,175.56165557886874,True,0.0825347676901109,True,6256.520883878693
1480.0588111393154,8.447372867038352e-05,27,352.45815428373004,True,0.08061059265920989,True,10958.562356885523
594.2962612801542,0.0,27,209.2662035614591,True,0.08168802757066587,True,7533.241889206693
2199.1860170383006,0.0,27,261.96066978284057,True,0.08159416874579263,True,9059.81060792692
1767.720224102959,0.001292360712234348,27,176.91081670844662,True,0.0813628413204244,True,6341.237142914906
855.7623379165307,0.0,27,229.24073261674494,True,0.08111462813597616,True,8174.254981102422
517.9908630282929,0.004342633807404191,27,186.67514738626778,True,0.08239722798343231,True,9390.648304950446
951.0199085343629,0.009302532603373838,27,184.87857608124614,True,0.08123037783438057,True,7061.504877870902
924.4326575426385,0.009340083798882681,27,171.00352770648897,True,0.08292191158293222,True,6250.326208071783
1656.2029030174017,0.0,27,167.84058870481593,True,0.08218487323955649,True,6196.886534104124
1002.8313305228949,0.004176118787378841,27,249.88627754565744,True,0.0810591590078935,True,7426.834509940818
707.3739964980632,0.017433349598545003,27,198.9281858356359,True,0.08255680250238867,True,7300.058375112712
1310.9942148439586,0.014550777045933962,27,152.14243075752165,True,0.08166916807400859,True,5844.881446100771
660.5557204457,0.02330204817605992,27,294.2160372622311,True,0.08090323658740659,True,8938.811583910137
210.77479240484536,0.0,27,210.77231017195368,True,0.08225774392134146,True,8365.297496085986
498.9188572508283,0.0004054784645882141,27,157.28842394116023,True,0.08244596394315325,True,6573.552047135308
890.789641533047,0.0,27,219.88573827018791,True,0.0810806796797335,True,7195.076392963529
482.9024532227777,0.012016021361815754,27,180.97396284485092,True,0.08227713890639968,True,6724.764137994498
1898.2288581319153,0.0,27,184.38105423075075,True,0.08251872746712811,True,5420.310104032978
51.529693994671106,0.0,27,197.07349683934203,True,0.08150484426360644,True,8002.724044956267
376.3427154161036,0.0,27,183.4814365272625,True,0.08113732120739973,True,5216.000502929091
307.88810142049834,0.018364205721564674,27,111.95200831967998,True,0.08196980957407661,True,4315.095765050501
119.73005401281019,0.00037669512807634355,27,242.969124391675,True,0.08243497301216353,True,7087.792492005974
634.1836166102439,0.0077733797510610905,27,268.3800513235231,True,0.08109178732524051,True,8584.094227990136
443.85226402664557,0.005654632448890822,27,141.22172135531025,True,0.08199086492343746,True,6791.849330998957
249.27011464023963,0.002106051387653859,27,198.16365733277053,True,0.08207392707361195,True,8004.269581055269
1986.052418127656,0.02205671727298768,27,247.44054120965302,True,0.0818338187456469,True,7119.593646842986
3889.2769860103726,0.022295735713962025,27,261.24476434455977,True,0.08156747056683891,True,8484.90931512788
646.8347713040808,0.0036896922142823784,27,135.4963930013279,True,0.08271156300140033,True,5212.813987862319
99.33952635831454,0.015099263677882375,27,134.32650449168352,True,0.08337083640106029,True,5536.39767691493
163.55675579980016,0.01167618059159315,27,207.08933358158296,True,0.08111363643992257,True,7360.464322846383
82.71288237301633,0.014075620055331748,27,174.7136449973498,True,0.08264131350426077,True,6134.762570029125
333.2612007507123,0.0,27,218.44290355643767,True,0.0796968180074518,True,8575.947254896164
831.8834955571219,0.010274874857293404,27,185.68949430034712,True,0.081460920496163,True,7558.523677987978
2205.135473050177,0.017007443701121266,27,270.347858649782,True,0.08163736929406469,True,7289.049377897754
29.548827529652044,0.006344839826071523,27,157.51601092827815,True,0.08309679783929838,True,7124.595887027681
374.5056292391382,0.011315171033162156,27,194.67964791692793,True,0.08276771537551528,True,7102.855985984206
20.818816156437,0.0,27,221.3766252706674,True,0.08251954891625375,True,8040.969186928123
156.93141302714744,0.0,27,222.68109952776945,True,0.08108941300061671,True,7119.317156961188
434.67669165693223,0.01114439256453176,27,190.91192346352798,True,0.0821177967037543,True,7142.842583823949
4388.034430099651,0.0,27,208.9599629186771,True,0.08151348128121878,True,6549.201502930373
798.9447304280475,0.015632538840104217,27,203.66543824396408,True,0.08174488320946693,True,6280.237445840612
495.02252771829563,0.004650179666032551,27,151.64201850711834,True,0.08213000356916549,True,7010.449254885316
1510.8368780929595,0.00018115121597753726,27,199.9674622590343,True,0.08078049033846448,True,6446.210027905181
9725.058740004897,0.028759282909985338,27,320.03828869866476,True,0.08089636008403216,True,8334.249709965661
644.1825093546262,0.0002905991185160072,27,123.94954840419814,True,0.08026970919098811,True,4335.710997926071
2404.4274939224124,0.003598298985933922,27,219.593504359099,True,0.08018347626448058,True,6406.5118920989335
940.4232115484774,0.011439007978467749,27,204.88065133880204,True,0.08158411482565757,True,6375.411963090301
229.00972000530194,0.0,27,171.9003593648917,True,0.08298909901005541,True,7475.33257980831
