tH,n,errH,brutOK,tBB,tDC,tDW,err
0.08022531683557886,27,0.018148820326678767,True,1366.8077730108052,375.46528635236126,144.52340848305644,True
0.07780095534270855,27,0.00646551724137931,True,2511.4528289996088,421.29498538561165,157.17008393257856,True
0.07947404666202539,27,0.02909090909090909,True,892.6173360086977,398.51392681399983,180.77717207443828,True
0.07819358628784154,27,0.0,True,1883.0390369985253,393.70508581244695,180.0936377571466,True
0.07832311881540938,27,0.02178217821782178,True,4829.105133889243,371.4261733305951,218.08460663834757,True
0.07917019450442969,27,0.012345679012345678,True,539.5445023508122,330.4888630019767,164.7437791340053,True
0.08051113123296534,27,0.008771929824561403,True,396.1187523479263,518.8594365026802,186.80410447100607,True
0.07917859846619284,27,0.01867219917012448,True,4670.0522429309785,416.6031229775399,211.43673682077366,True
0.07848244301821775,27,0.008948545861297539,True,2651.6261228825897,334.26735044590066,151.5899353689747,True
0.08000499758003148,27,0.03725490196078431,True,602.3965273828557,442.72825019434094,177.31379907179092,True
0.07834314510461136,27,0.0024875621890547263,True,2697.5308440160006,293.2499236194417,193.1706985924393,True
0.07927984770428365,27,0.010775862068965518,True,3130.4156379774213,296.2269361305516,151.6742677486036,True
0.07960928515726975,27,0.009380863039399626,True,1487.8462369088084,333.3835855592042,133.51783193906564,True
0.08001016599014509,27,0.022263450834879406,True,875.9444520110264,578.4466990153305,170.15128078803951,True
0.0801502279879893,27,0.017142857142857144,True,1291.9793908949941,448.3858665917069,157.79025494121015,True
0.07931827056703232,27,0.00904977375565611,True,1565.009978134185,420.7017161883414,197.6273952362438,True
0.07827279854104072,27,0.0,True,1709.7310260869563,354.8919964315636,197.22414849093184,True
0.07978874463940647,27,0.0,True,230.3867305861786,352.9082771191107,140.31350111369701,True
0.0789670965848201,27,0.01276595744680851,True,565.5644906995198,320.3027591308845,100.16979716601782,True
0.0784201856519992,27,0.00663716814159292,True,617.6446077297442,237.15231749229133,95.51705465687868,True
0.07860370675911925,27,0.0,True,5401.812496129423,462.26506819948554,220.9582933732732,True
0.07897662352529843,27,0.002188183807439825,True,9623.749062186107,250.50311044065486,131.9503194471407,True
0.08019564974614803,27,0.011516314779270634,True,5504.781462950632,332.79165512483036,150.65943493391387,True
0.0792293768140894,27,0.002207505518763797,True,68.23913874104619,403.8342618538688,206.06197484691316,True
0.07924516594555522,27,0.002386634844868735,True,1576.5293340664357,359.86330433903885,168.76142528573317,True
