tH,err,tBB,tDC,n,errH,tDW,brutOK
0.08062958111799694,True,104.70639621572835,396.73286259251955,27,0.0,137.9567308079762,True
0.08005140919297558,True,301.538060089418,548.052566876221,27,0.0,158.50670641708757,True
0.0809084899396634,True,1570.6935874186456,429.3075810101899,27,0.0,166.65983231384948,True
0.07942045511342025,True,1243.0703399392467,225.0418197257783,27,0.0036231884057971015,92.83559479451966,True
0.0797783144034511,True,3304.369274992496,211.3929893011632,27,0.02188183807439825,99.2742373002693,True
0.08018009386300576,True,1744.3941275123507,386.87130649729323,27,0.02112676056338028,146.33401626419715,True
0.0793805760754257,True,4706.931237131357,236.27773466120874,27,0.0,112.44789115682413,True
0.080330568457889,True,4105.53167690523,530.5506044274402,27,0.015841584158415842,233.793218143373,True
0.08069141143604353,True,1676.3918660581112,361.7337846304648,27,0.0,158.32769725802203,True
0.07920915693544894,True,1077.360101044178,591.5596317499876,27,0.0016722408026755853,243.9495186903514,True
0.08101648434861798,True,96.18867756440662,367.34900845644563,27,0.0,128.73756949863346,True
0.08093386733801865,True,1434.8487209839125,373.53694376249155,27,0.0033500837520938024,136.6910660872236,True
0.07950845591318277,True,1527.873273473233,450.2655619078062,27,0.00819672131147541,216.92463736557823,True
0.08054402530513236,True,288.6556663592769,432.7875406438993,27,0.0,197.45361828245223,True
0.07888567749478652,True,3452.9387750662863,256.40374000527356,27,0.0,146.1617731461849,True
0.0791509581361004,True,286.766915791668,283.03870188948866,27,0.0,116.88217024008433,True
0.07992123146444643,True,738.2531781680882,398.7211549926239,27,0.0032,131.33226997390585,True
0.08109983678260217,True,486.20436945930123,304.5203894289443,27,0.0,101.11991089426589,True
0.08059287452242025,True,1390.2925657263647,352.9085003538057,27,0.018518518518518517,108.65342360921204,True
0.08052818080230181,True,28.523709329842465,286.33735752116667,27,0.0,106.59890125870056,True
0.08094108605971917,True,648.1035455529179,289.6260504802579,27,0.0,136.63147269592932,True
0.08074191650561116,True,446.6166373749729,477.62105620931834,27,0.0,129.9155716857824,True
0.07966122711669836,True,260.3515662356383,462.755020102486,27,0.0,213.02799160754228,True
0.08108293601399853,True,81.48039671747635,523.0829705639431,27,0.0,166.7149127220157,True
0.08067550975565467,True,927.4809205089696,427.10514773022044,27,0.0,144.2973887657418,True
0.08006913618454527,True,540.0392282463145,281.1288059387794,27,0.004838709677419355,105.37361123282066,True
0.0814860381586573,True,423.2221241109073,264.81563833335207,27,0.0034071550255536627,93.74057988741629,True
0.08062154065363233,True,1430.7155879214406,481.44779701251537,27,0.019704433497536946,199.19385411776602,True
0.07958196703074802,True,324.1333710029721,379.6726597759586,27,0.0,124.68772927531973,True
0.08063268204254082,True,78.72563914148783,348.22492093579575,27,0.0,139.47999579831958,True
0.0805592144833128,True,206.67672595432538,368.8595719957867,27,0.0,122.73053067619912,True
0.07981049017806204,True,1894.9344374705106,431.2613837166943,27,0.0018148820326678765,161.5553694521828,True
0.07985033948547388,True,596.1120814085007,387.5136464096916,27,0.0,174.3537392550414,True
0.07996755374009036,True,356.9657733986297,331.62745060399175,27,0.01282051282051282,101.87324797924684,True
0.08079715179697118,True,3448.3805340714753,502.3058781193362,27,0.0,205.55165375117213,True
0.08068175007493496,True,469.872842397308,455.9286915929988,27,0.0,178.6114223567503,True
0.08024835372406,True,117.25587520392283,479.34668820817024,27,0.009363295880149813,147.80561733906242,True
0.08077484900427853,True,222.36237693578005,353.7714713519173,27,0.0,131.5346769170483,True
0.07989615899023039,True,2014.9943330325186,332.1870034715781,27,0.013779527559055118,161.8203001640116,True
0.08019689707465283,True,360.9720679973675,383.1121629963701,27,0.01618705035971223,154.54366187623236,True
0.07961307427944025,True,104.60950300479546,336.6375820644732,27,0.0,118.6058144972083,True
0.08044019108980782,True,1065.6682987464592,514.565024111006,27,0.009107468123861567,185.25593819168324,True
0.07924622427664062,True,400.31147899571806,380.94150362751236,27,0.002257336343115124,180.0380596994526,True
0.07915425317613019,True,1403.1560673223187,228.98559743494152,27,0.007104795737122558,80.72255347611109,True
0.07988074545982532,True,309.3806724064052,413.4093191629897,27,0.007246376811594203,175.52527335439143,True
0.0798205141491593,True,566.6741297048118,246.6185102937743,27,0.0,99.57517393864691,True
0.08000043583203917,True,355.48443977649396,328.3641648013145,27,0.012269938650306749,72.74635072099045,True
0.0810445597432677,True,676.891611982137,346.7831094250349,27,0.0033500837520938024,133.6861791630351,True
0.07912775498455604,True,237.12192111484268,356.84276663232595,27,0.0,139.74000414434286,True
0.08043275159097454,True,1095.543369029959,423.6301798373461,27,0.0,170.6454415869867,True
0.08037975778424569,True,4719.864447135478,331.10055833434063,27,0.0,123.34527875063941,True
0.08015446525130569,True,629.6733142342418,641.4722048544457,27,0.004966887417218543,197.58227423764765,True
0.0804589794728676,True,351.7085625623752,250.9580721073833,27,0.0,87.7200994036046,True
0.07989830289686436,True,59.058348259135876,343.56336686427574,27,0.0,102.12015828630906,True
0.08063719324340486,True,105.74054806211004,422.42427417923784,27,0.0,133.39043816400542,True
0.07974472420319613,True,2003.1182495877147,295.86834025394637,27,0.0,115.26682209440095,True
0.08007959923037797,True,140.6530182925053,352.9007757814335,27,0.001834862385321101,124.32490999926813,True
0.08060000412365821,True,312.13633484938845,368.22353976850326,27,0.0,144.27568129373387,True
0.08014837746107463,True,3618.638053070754,317.27673720257974,27,0.0073937153419593345,142.2379419407142,True
0.08094116856833757,True,427.00929132600623,471.23417949769646,27,0.0,164.77024359628558,True
0.0804643225279187,True,89.4147857606154,280.92705988434744,27,0.0,110.14441522355709,True
0.08153684790279372,True,1669.1538880113512,365.9841081378265,27,0.016835016835016835,121.4030824385856,True
0.08050964396818225,True,154.15286018020092,392.38574551806477,27,0.0,106.6752274763649,True
0.08011963874780861,True,165.81116413601256,228.6867232926722,27,0.003663003663003663,87.58388754192806,True
0.07996561877080469,True,458.5988662438467,347.96348042852645,27,0.007476635514018692,153.24050113122212,True
0.08040677101795414,True,151.7989720009139,248.48532784963027,27,0.002150537634408602,113.84856674365352,True
0.08071742582349203,True,3424.2552530486137,380.09620115805706,27,0.0,136.77238046915997,True
0.07915508668588182,True,877.2973967716098,326.27904460144543,27,0.0,100.9901671632364,True
0.07957282775569435,True,553.2582055020612,269.7084799357172,27,0.0,100.04282157868147,True
0.07880574709471172,True,381.7984480022763,268.6113373298819,27,0.0,91.53262124379614,True
0.080133875219738,True,460.37178621109985,335.1227699313313,27,0.014760147601476014,134.11306732057318,True
0.07921132558661706,True,1193.7026939510058,234.31526162173776,27,0.009784735812133072,111.74473545873877,True
0.0805605683110543,True,564.7914415624525,356.1090061474325,27,0.0017667844522968198,148.14421967038828,True
0.07915805595212165,True,3786.1114339902997,340.86040758328244,27,0.0,192.82704736106098,True
0.0798213839510015,True,391.9556676668839,329.2458235907058,27,0.0,145.4024702337954,True
0.07997513970082071,True,841.9615746010095,300.2333990734769,27,0.0,147.1340998471009,True
0.07903093948850391,True,1484.6892949814599,342.5761078584141,27,0.020599250936329586,114.44511644672168,True
0.08091864520025968,True,388.6765020045762,329.04087686911225,27,0.001639344262295082,108.68082495613231,True
