tDC,errH,n,err,tDW,tBB,tH,brutOK
171.35820630937815,0.0,27,True,51.780211259028874,1394.8821283411235,0.0832509203713111,True
257.0997319478345,0.0,27,True,97.5579557821666,1251.6026710315298,0.0807379327611996,True
246.73336910782382,0.0,27,True,82.65253294957802,154.14015710321738,0.08340441863146278,True
261.2133222558585,0.01060070671378092,27,True,85.06813891039326,3106.6519289743155,0.08111212187399441,True
170.66678509983265,0.0,27,True,57.716975941560996,563.5453855211381,0.08076498430871093,True
287.4240006511921,0.0,27,True,69.25811427774737,638.3021224423179,0.0827787545503108,True
269.1364909470495,0.0,27,True,83.98093681356286,1718.7139840098098,0.08042435105662962,True
302.1895556303207,0.00686106346483705,27,True,89.25060794942759,636.6791076891657,0.0817677706663817,True
295.4384216282051,0.0,27,True,83.96280159526584,2635.8750958461314,0.08270925053703485,True
254.0659445313443,0.0,27,True,63.32476235902271,524.9538366527607,0.08270280437142465,True
234.5933085307479,0.0,27,True,100.58217230538021,379.6131749210569,0.08155160752262894,True
359.4272375250092,0.0,27,True,124.35879515251145,1034.6457473157595,0.08158063269952603,True
430.6701641656797,0.0,27,True,140.08110534133655,306.83137551282664,0.0824151082134719,True
264.1243810584355,0.0,27,True,96.52810805824164,3799.58220012486,0.0827820474965094,True
224.90518636451188,0.0,27,True,79.45256529834181,1262.394552351907,0.08287413051456359,True
227.96094642641643,0.0,27,True,86.69198922845617,590.7459710059421,0.08066514038304767,True
339.9194812768006,0.00676818950930626,27,True,99.6092844195664,783.0194380367175,0.08243881668525753,True
171.0631503113385,0.0,27,True,45.94063519184059,540.8487281141182,0.08244055482641152,True
188.892372042084,0.001736111111111111,27,True,60.75156267119072,813.4673761669546,0.08304265727627205,True
393.5125225689262,0.0137524557956778,27,True,152.36380328133237,1091.0714279549818,0.08277224619697668,True
262.1772207267996,0.005714285714285714,27,True,99.30489228107035,2918.2655138429254,0.08362284994562695,True
284.91124035516646,0.0,27,True,91.80223233394187,129.36611540083373,0.08244524192168104,True
226.5383397250182,0.017142857142857144,27,True,69.88767693212753,1104.1138365399092,0.08129138626438517,True
227.5484733815704,0.0,27,True,90.89387446980585,949.9627460027114,0.0819785612723847,True
578.7248282576911,0.0,27,True,209.29030752133414,1287.9630875540897,0.0816112477320716,True
302.35763975360896,0.013071895424836602,27,True,92.52057318506692,1858.0046584829688,0.08137129511632284,True
195.92352996580303,0.0,27,True,81.56439891756801,752.5163983615736,0.08212271549507294,True
268.5521829537013,0.0,27,True,91.72868898086664,2792.7222549915314,0.08230922044687596,True
180.46609903858214,0.003616636528028933,27,True,62.76969573330842,461.17528427857906,0.0836611015548985,True
410.9339812615265,0.0015432098765432098,27,True,99.24679946154356,135.83296793513,0.08210855911291806,True
263.74359849271264,0.0,27,True,83.60261711591886,522.5756977581315,0.08301373328687248,True
205.5631239976113,0.010067114093959731,27,True,79.32426010994541,354.44926800063024,0.08226946565549982,True
214.36551448119724,0.006980802792321117,27,True,75.07347237586862,1845.7571329781786,0.08283264185366801,True
267.37392261727814,0.0,27,True,96.10304727182523,1752.353582996875,0.08193578276324265,True
344.25302799458484,0.0,27,True,122.20709425164387,1433.2392717090745,0.08266850881465837,True
234.5130898479727,0.01282051282051282,27,True,76.28274712210091,2023.9007024792954,0.08311150335752159,True
181.68620266779155,0.0,27,True,67.0519363909104,1382.790961690868,0.08180844083763512,True
217.02712877992204,0.004434589800443459,27,True,118.60462749886904,4420.505153015256,0.08079431238811798,True
259.33706962601525,0.0,27,True,108.768655695831,1010.321463982109,0.08208787897397474,True
178.55455475260638,0.0,27,True,67.27867750010479,4044.084456982091,0.08162021263125693,True
187.3613869986282,0.0,27,True,57.55542426879063,120.24123405060935,0.08230998098337464,True
329.3508113361895,0.011345218800648298,27,True,90.7903926498774,81.11311791806806,0.08115383325678986,True
410.3787793234612,0.0,27,True,103.9865298710841,361.3345652861012,0.08130266041311945,True
339.420472438048,0.0,27,True,113.70030699601007,198.5503669420723,0.08222266301997239,True
288.5488887618789,0.0018796992481203006,27,True,113.37181263793768,530.0692883611191,0.0818614052595734,True
232.88705480462386,0.015122873345935728,27,True,68.59121425077319,145.0776661877171,0.08249783503381206,True
383.94544393612216,0.007272727272727273,27,True,124.86348291981574,1563.8075665337965,0.08102342133922373,True
229.51669823600068,0.0,27,True,96.86981735513638,933.574530761689,0.08260973830873372,True
238.212234294042,0.004,27,True,95.77024280203177,1936.0615180339664,0.0823933071861697,True
279.98643346569116,0.0,27,True,94.23463582939837,120.6177364278119,0.08262437525913799,True
217.72917454257944,0.0037174721189591076,27,True,68.6435906552813,1256.7947263208528,0.08201282130146545,True
301.4388305746252,0.0,27,True,85.36889179256455,457.4319042963907,0.0818212077189791,True
215.76746730336353,0.013136288998357963,27,True,77.93261639017146,1102.5884112459607,0.08220117634814085,True
216.1558171349537,0.006259780907668232,27,True,60.37735982752609,57.76042420256999,0.08259784855554521,True
243.89416259946302,0.0,27,True,75.19503792211638,335.7893805527551,0.08159022460816609,True
250.7478922090836,0.006666666666666667,27,True,90.08826001716608,2261.6597999585792,0.0827948275096766,True
222.80123304914346,0.0,27,True,72.53748380839276,531.7311175426262,0.08250392952669298,True
252.1879118377049,0.0,27,True,65.95722236049673,31.582472400417124,0.0807846526137024,True
246.70026984531432,0.0,27,True,72.56302854511887,626.2348390051296,0.08214710214210325,True
